interaction_id,user_id,product_id,product_name,category_id,category_name,product_type,searched_size,size_available,is_preferred_category,search_frequency_in_category,is_in_favorites,added_to_favorites,prix,stock,product_status,is_clicked,click_duration_seconds,is_purchased,recommendation_score,interaction_time
16,1,15,Genouilleres Pro,2,Basketball,accessoire,Unique,True,True,7,False,False,28.37,190,EN_STOCK,True,30,False,83.75,2025-02-09 04:08:00
17,1,3,Maillot Training,1,Football,vetement,L,True,True,5,True,True,63.04,69,RUPTURE_DE_STOCK,True,25,True,74.49,2024-03-17 17:46:00
18,1,2,Crampons Elite,1,Football,chaussure,41,True,True,6,True,False,117.04,138,EN_ARRIVAGE,True,112,False,86.01,2024-11-14 14:04:00
19,1,1,Ballon Match Pro,1,Football,equipement,Pro,True,True,7,True,True,38.86,75,EN_STOCK,True,41,False,85.15,2024-06-29 07:36:00
20,2,14,Panier Portable,2,Basketball,equipement,Junior,True,True,1,False,False,169.71,137,EN_STOCK,False,0,False,67.53,2024-09-16 17:01:00
21,2,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Pro,True,True,2,True,True,39.61,163,EN_ARRIVAGE,True,9,False,64.87,2024-05-03 23:42:00
22,2,11,Maillot Reversible,2,Basketball,vetement,XXL,True,True,3,True,True,56.58,56,EN_STOCK,False,0,False,74.46,2025-02-02 21:29:00
23,2,62,Banc Musculation,8,Fitness,equipement,Pro,True,False,1,False,False,258.43,14,EN_STOCK,True,122,True,29.82,2024-04-13 01:50:00
24,2,14,Panier Portable,2,Basketball,equipement,Standard,True,True,4,False,False,169.71,137,EN_STOCK,False,0,False,72.15,2024-05-09 01:48:00
25,2,14,Panier Portable,2,Basketball,equipement,Junior,True,True,5,False,False,169.71,137,EN_STOCK,True,36,False,78.66,2024-07-23 23:28:00
26,2,50,Sac de Frappe 120cm,7,Boxe,equipement,Standard,True,False,1,False,False,183.37,196,RUPTURE_DE_STOCK,False,0,False,32.74,2024-09-11 11:59:00
27,2,35,Bonnet Silicone,5,Natation,accessoire,Unique,True,False,1,False,False,8.36,20,EN_STOCK,True,159,False,40.27,2024-04-02 17:18:00
28,2,14,Panier Portable,2,Basketball,equipement,Pro,True,True,6,False,False,169.71,137,EN_STOCK,True,114,True,75.96,2024-08-16 01:46:00
29,2,46,Bidon Isotherme,6,Cyclisme,accessoire,L/XL,True,False,1,False,False,18.5,184,EN_STOCK,True,19,True,42.98,2024-11-22 12:23:00
30,2,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Junior,True,True,7,True,False,39.61,163,EN_ARRIVAGE,True,117,True,98.49,2024-02-04 07:49:00
31,2,15,Genouilleres Pro,2,Basketball,accessoire,L/XL,True,True,8,False,False,28.37,190,EN_STOCK,True,120,False,80.32,2025-01-25 02:36:00
32,2,15,Genouilleres Pro,2,Basketball,accessoire,S/M,True,True,9,True,True,28.37,190,EN_STOCK,True,34,True,86.5,2024-09-22 12:58:00
33,2,13,Bandeau Elastique,2,Basketball,accessoire,L/XL,True,True,10,True,True,8.22,9,EN_STOCK,False,0,False,84.46,2025-04-14 15:12:00
34,2,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,True,True,11,False,False,60.14,186,EN_STOCK,True,27,False,88.99,2024-06-12 21:22:00
35,2,71,Sac Ballons,9,Volleyball,accessoire,L/XL,True,False,1,False,False,32.25,150,EN_STOCK,False,0,False,35.9,2024-03-21 22:45:00
36,2,23,Cordage Multifilament,3,Tennis,accessoire,S/M,True,False,1,False,False,16.5,85,EN_STOCK,True,56,False,38.09,2024-05-01 15:01:00
37,2,16,Sac a Dos Basket,2,Basketball,accessoire,L/XL,True,True,12,True,True,60.14,186,EN_STOCK,False,0,False,81.3,2024-07-22 22:46:00
38,2,15,Genouilleres Pro,2,Basketball,accessoire,L/XL,True,True,13,True,False,28.37,190,EN_STOCK,False,0,False,95.74,2024-11-24 02:28:00
39,2,11,Maillot Reversible,2,Basketball,vetement,XL,True,True,14,True,False,56.58,56,EN_STOCK,True,38,False,100,2025-04-11 01:53:00
40,2,13,Bandeau Elastique,2,Basketball,accessoire,Unique,True,True,15,True,False,8.22,9,EN_STOCK,False,0,False,96.62,2024-04-25 11:33:00
41,2,11,Maillot Reversible,2,Basketball,vetement,XXL,True,True,16,True,False,56.58,56,EN_STOCK,True,37,False,100,2024-11-10 17:05:00
42,2,11,Maillot Reversible,2,Basketball,vetement,XXL,True,True,17,True,False,56.58,56,EN_STOCK,False,0,False,100,2024-06-21 18:02:00
43,3,69,Maillot Equipe,9,Volleyball,vetement,XL,True,True,1,False,False,51.31,43,RUPTURE_DE_STOCK,False,0,False,62.17,2024-11-17 17:18:00
44,3,8,Sac Sport XL,1,Football,accessoire,Unique,True,True,1,True,True,51.36,172,EN_STOCK,False,0,False,71.05,2024-02-07 22:03:00
45,3,8,Sac Sport XL,1,Football,accessoire,S/M,True,True,2,True,False,51.36,172,EN_STOCK,True,85,False,83.04,2024-06-12 23:55:00
46,3,3,Maillot Training,1,Football,vetement,XL,True,True,3,False,False,63.04,69,RUPTURE_DE_STOCK,True,124,True,69.62,2024-03-13 03:03:00
47,3,7,Chaussettes Performance,1,Football,vetement,XS,True,True,4,False,False,14.73,101,EN_STOCK,True,88,False,80.65,2024-04-07 05:31:00
48,3,60,Kettlebell 16kg,8,Fitness,equipement,Standard,True,False,1,False,False,51.41,110,EN_STOCK,False,0,False,41.79,2024-02-16 12:32:00
49,3,52,Bandages 4.5m x2,7,Boxe,accessoire,L/XL,True,True,1,False,False,11.56,179,EN_STOCK,True,131,False,66.53,2024-12-10 15:18:00
50,3,55,Chaussures Boxe,7,Boxe,chaussure,41,True,True,2,False,False,117.29,55,EN_STOCK,True,108,False,63.64,2024-10-18 17:12:00
51,3,2,Crampons Elite,1,Football,chaussure,41,True,True,5,False,False,117.04,138,EN_ARRIVAGE,False,0,False,69.5,2024-11-15 21:39:00
52,3,55,Chaussures Boxe,7,Boxe,chaussure,41,True,True,3,True,True,117.29,55,EN_STOCK,True,98,False,73.87,2024-09-17 12:32:00
53,4,70,Short Leger,9,Volleyball,vetement,XL,True,True,1,False,False,30.39,92,EN_STOCK,False,0,False,67.57,2024-06-16 19:20:00
54,4,70,Short Leger,9,Volleyball,vetement,XL,True,True,2,False,False,30.39,92,EN_STOCK,True,149,False,71.1,2024-07-07 10:43:00
55,4,69,Maillot Equipe,9,Volleyball,vetement,XXL,True,True,3,False,False,51.31,43,RUPTURE_DE_STOCK,False,0,False,72.72,2024-05-15 20:50:00
56,4,75,Maillot Respirant,10,Handball,vetement,XL,True,False,1,False,False,41.31,37,EN_STOCK,False,0,False,40.21,2024-03-28 16:40:00
57,4,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,True,False,1,False,False,88.53,195,EN_STOCK,True,151,False,41.22,2024-02-26 06:01:00
58,4,67,Chaussures Indoor,9,Volleyball,chaussure,38,True,True,4,False,False,113.44,80,EN_STOCK,True,161,False,69.04,2025-01-11 23:03:00
59,4,67,Chaussures Indoor,9,Volleyball,chaussure,38,True,True,5,False,False,113.44,80,EN_STOCK,False,0,False,73.25,2024-06-09 05:29:00
60,4,44,Gants Cycliste,6,Cyclisme,accessoire,L/XL,True,False,1,False,False,32.33,150,EN_ARRIVAGE,False,0,False,31.54,2025-01-04 21:41:00
61,4,34,Lunettes Miroir,5,Natation,accessoire,L/XL,True,False,1,False,False,36.7,109,EN_STOCK,False,0,False,37.84,2024-05-22 17:19:00
62,4,69,Maillot Equipe,9,Volleyball,vetement,XXL,True,True,6,False,False,51.31,43,RUPTURE_DE_STOCK,True,94,False,80.05,2025-01-04 08:18:00
63,4,71,Sac Ballons,9,Volleyball,accessoire,S/M,True,True,7,True,True,32.25,150,EN_STOCK,False,0,False,89.55,2024-05-27 22:05:00
64,5,33,Maillot Competition,5,Natation,vetement,S,True,False,1,False,False,66.55,164,EN_ARRIVAGE,False,0,False,30.02,2025-04-22 17:44:00
65,5,28,Brassiere Running,4,Running,vetement,S,True,True,1,True,True,28.25,60,EN_STOCK,True,168,False,69.7,2024-06-18 22:30:00
66,5,25,Chaussures Amorti Max,4,Running,chaussure,40,True,True,2,False,False,193.03,59,EN_STOCK,False,0,False,65.07,2024-09-01 20:12:00
67,5,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,False,2,False,False,14.85,152,EN_STOCK,True,27,False,38.85,2024-04-28 17:47:00
68,5,5,Gants Gardien Pro,1,Football,accessoire,Unique,True,False,1,False,False,82.72,19,EN_STOCK,False,0,False,37.18,2025-04-23 01:53:00
69,5,67,Chaussures Indoor,9,Volleyball,chaussure,42,True,True,1,False,False,113.44,80,EN_STOCK,True,150,False,66.77,2024-06-20 09:29:00
70,5,70,Short Leger,9,Volleyball,vetement,S,True,True,2,True,True,30.39,92,EN_STOCK,True,134,False,74.89,2024-02-27 10:10:00
71,5,33,Maillot Competition,5,Natation,vetement,XS,True,False,3,False,False,66.55,164,EN_ARRIVAGE,False,0,False,41.37,2024-10-17 21:48:00
72,5,55,Chaussures Boxe,7,Boxe,chaussure,43,True,True,1,False,False,117.29,55,EN_STOCK,False,0,False,58.87,2024-04-04 04:30:00
73,5,25,Chaussures Amorti Max,4,Running,chaussure,45,True,True,3,False,False,193.03,59,EN_STOCK,False,0,False,66.36,2024-06-03 18:46:00
74,5,70,Short Leger,9,Volleyball,vetement,XS,True,True,3,True,False,30.39,92,EN_STOCK,True,45,False,90.68,2024-09-14 22:49:00
75,5,29,Ceinture Hydratation,4,Running,accessoire,S/M,True,True,4,False,False,27.97,32,EN_STOCK,True,39,False,78.15,2024-11-06 11:26:00
76,5,61,Corde Battle Rope 12m,8,Fitness,equipement,Pro,True,False,1,False,False,83.45,170,EN_STOCK,False,0,False,41.02,2025-01-25 07:43:00
77,5,11,Maillot Reversible,2,Basketball,vetement,S,True,False,1,False,False,56.58,56,EN_STOCK,False,0,False,38.28,2025-04-14 18:07:00
78,5,52,Bandages 4.5m x2,7,Boxe,accessoire,L/XL,True,True,2,False,False,11.56,179,EN_STOCK,True,138,False,71.37,2025-01-02 18:31:00
79,5,56,Coquille Protection,7,Boxe,accessoire,Unique,True,True,3,False,False,26.35,79,EN_STOCK,True,121,False,73.53,2024-12-10 09:46:00
80,5,65,Ballon Officiel V5,9,Volleyball,equipement,Pro,True,True,4,True,True,53.3,58,EN_STOCK,True,113,False,74.18,2024-01-31 02:59:00
81,5,71,Sac Ballons,9,Volleyball,accessoire,Unique,True,True,5,False,False,32.25,150,EN_STOCK,False,0,False,82.69,2024-11-26 13:23:00
82,5,49,Gants 12oz Pro,7,Boxe,accessoire,S/M,True,True,4,False,False,88.53,195,EN_STOCK,False,0,False,80.7,2024-12-15 21:55:00
83,5,54,Casque Sparring,7,Boxe,accessoire,Unique,True,True,5,False,False,58.43,189,EN_STOCK,True,140,True,76.78,2025-03-03 00:48:00
84,5,72,Protege-doigts,9,Volleyball,accessoire,L/XL,True,True,6,True,True,18.52,190,EN_STOCK,True,102,False,85.19,2024-06-26 04:17:00
85,6,15,Genouilleres Pro,2,Basketball,accessoire,Unique,True,False,1,False,False,28.37,190,EN_STOCK,False,0,False,41.09,2025-01-27 00:15:00
86,6,33,Maillot Competition,5,Natation,vetement,XXL,True,True,1,True,True,66.55,164,EN_ARRIVAGE,False,0,False,64.72,2024-01-23 12:28:00
87,6,33,Maillot Competition,5,Natation,vetement,XXL,True,True,2,True,False,66.55,164,EN_ARRIVAGE,True,152,False,85.93,2024-11-02 21:52:00
88,6,3,Maillot Training,1,Football,vetement,XL,True,True,1,False,False,63.04,69,RUPTURE_DE_STOCK,True,20,False,60.21,2025-01-11 05:40:00
89,6,24,Casquette UV Protect,3,Tennis,accessoire,Unique,True,True,1,False,False,22.56,195,EN_STOCK,False,0,False,72.72,2025-02-06 16:20:00
90,6,3,Maillot Training,1,Football,vetement,XXL,True,True,2,True,True,63.04,69,RUPTURE_DE_STOCK,False,0,False,62.84,2024-04-25 09:54:00
91,6,60,Kettlebell 16kg,8,Fitness,equipement,Junior,True,False,1,False,False,51.41,110,EN_STOCK,False,0,False,38.62,2024-10-12 16:08:00
92,6,4,Protege-tibias Carbon,1,Football,accessoire,S/M,True,True,3,False,False,44.92,75,EN_STOCK,False,0,False,75.47,2024-02-17 17:46:00
93,6,7,Chaussettes Performance,1,Football,vetement,XXL,True,True,4,False,False,14.73,101,EN_STOCK,True,23,True,78.74,2025-01-05 21:35:00
94,6,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,3,True,True,44.1,25,EN_STOCK,True,53,False,78.57,2025-01-21 15:58:00
95,6,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,True,True,2,False,False,11.25,165,EN_STOCK,True,77,False,75.15,2024-07-02 09:16:00
96,6,8,Sac Sport XL,1,Football,accessoire,Unique,True,True,5,False,False,51.36,172,EN_STOCK,False,0,False,83.03,2024-06-12 06:23:00
97,6,36,Plaquettes Nage,5,Natation,accessoire,L/XL,True,True,4,False,False,17.25,159,EN_STOCK,True,154,False,73.46,2024-03-19 06:21:00
98,6,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,True,True,3,False,False,11.25,165,EN_STOCK,False,0,False,74.51,2025-01-25 15:46:00
99,6,8,Sac Sport XL,1,Football,accessoire,Unique,True,True,6,False,False,51.36,172,EN_STOCK,True,40,False,85.33,2025-04-14 17:41:00
100,6,68,Filet Competition,9,Volleyball,equipement,Junior,True,False,1,False,False,173.2,106,EN_STOCK,True,176,True,36.39,2024-01-04 13:08:00
101,7,33,Maillot Competition,5,Natation,vetement,S,True,True,1,False,False,66.55,164,EN_ARRIVAGE,True,168,False,62.56,2024-09-04 21:31:00
102,7,17,Raquette Pro 300g,3,Tennis,equipement,Junior,True,True,1,False,False,231.19,157,EN_STOCK,True,78,True,63.29,2024-12-11 13:51:00
103,7,23,Cordage Multifilament,3,Tennis,accessoire,Unique,True,True,2,False,False,16.5,85,EN_STOCK,True,66,True,75.18,2025-02-21 11:17:00
104,7,11,Maillot Reversible,2,Basketball,vetement,S,True,False,1,False,False,56.58,56,EN_STOCK,False,0,False,37.06,2024-12-22 07:19:00
105,7,33,Maillot Competition,5,Natation,vetement,S,True,True,2,True,True,66.55,164,EN_ARRIVAGE,False,0,False,64.79,2024-01-05 22:10:00
106,7,22,Jupe/Short Sport,3,Tennis,vetement,S,True,True,3,True,True,33.83,54,EN_STOCK,True,140,False,77.58,2025-04-06 22:56:00
107,7,17,Raquette Pro 300g,3,Tennis,equipement,Junior,True,True,4,True,True,231.19,157,EN_STOCK,True,144,False,73.84,2025-04-20 10:01:00
108,7,76,Short Stretch,10,Handball,vetement,S,True,False,1,False,False,26.28,194,EN_STOCK,False,0,False,41.21,2025-04-20 02:19:00
109,7,39,Serviette Microfibre XL,5,Natation,accessoire,L/XL,True,True,3,False,False,29.0,55,EN_STOCK,True,40,False,77.97,2024-02-10 16:47:00
110,7,7,Chaussettes Performance,1,Football,vetement,S,True,False,1,False,False,14.73,101,EN_STOCK,True,159,False,35.32,2025-05-03 19:25:00
111,7,42,Cuissard Gel Pad,6,Cyclisme,vetement,S,True,False,1,False,False,102.9,121,EN_STOCK,False,0,False,30.73,2024-09-08 07:22:00
112,7,23,Cordage Multifilament,3,Tennis,accessoire,Unique,True,True,5,True,True,16.5,85,EN_STOCK,False,0,False,81.8,2024-11-12 09:51:00
113,7,34,Lunettes Miroir,5,Natation,accessoire,S/M,True,True,4,False,False,36.7,109,EN_STOCK,False,0,False,73.54,2025-01-13 12:20:00
114,7,33,Maillot Competition,5,Natation,vetement,L,True,True,5,True,False,66.55,164,EN_ARRIVAGE,True,38,True,88.6,2024-08-08 14:35:00
115,7,18,Balles Championship x4,3,Tennis,equipement,Junior,True,True,6,False,False,10.6,94,EN_STOCK,True,157,False,78.9,2024-07-16 00:18:00
116,7,36,Plaquettes Nage,5,Natation,accessoire,L/XL,True,True,6,True,True,17.25,159,EN_STOCK,False,0,False,83.21,2024-05-17 09:17:00
117,7,35,Bonnet Silicone,5,Natation,accessoire,S/M,True,True,7,False,False,8.36,20,EN_STOCK,True,24,False,82.76,2025-01-04 20:31:00
118,7,40,Sac Etanche 30L,5,Natation,accessoire,Unique,True,True,8,False,False,35.23,116,EN_STOCK,True,106,False,81.35,2025-02-15 10:28:00
119,7,37,Pull Buoy Pro,5,Natation,equipement,Standard,True,True,9,False,False,14.85,152,EN_STOCK,False,0,False,86.03,2024-03-31 12:20:00
120,7,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,True,True,7,False,False,11.25,165,EN_STOCK,False,0,False,83.76,2024-02-28 18:12:00
121,7,33,Maillot Competition,5,Natation,vetement,L,True,True,10,True,False,66.55,164,EN_ARRIVAGE,True,79,False,99.43,2024-02-05 13:43:00
122,7,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,True,True,8,False,False,11.25,165,EN_STOCK,False,0,False,86.59,2024-02-07 14:38:00
123,7,23,Cordage Multifilament,3,Tennis,accessoire,L/XL,True,True,9,True,False,16.5,85,EN_STOCK,False,0,False,95.37,2024-12-25 17:38:00
124,7,34,Lunettes Miroir,5,Natation,accessoire,Unique,True,True,11,False,False,36.7,109,EN_STOCK,True,170,False,86.58,2024-11-26 21:41:00
125,7,23,Cordage Multifilament,3,Tennis,accessoire,Unique,True,True,10,True,False,16.5,85,EN_STOCK,True,135,False,95.11,2024-10-12 18:44:00
126,7,22,Jupe/Short Sport,3,Tennis,vetement,S,True,True,11,True,False,33.83,54,EN_STOCK,True,133,True,100,2024-01-13 15:06:00
127,7,34,Lunettes Miroir,5,Natation,accessoire,L/XL,True,True,12,False,False,36.7,109,EN_STOCK,True,121,False,81.42,2024-06-27 15:06:00
128,7,22,Jupe/Short Sport,3,Tennis,vetement,S,True,True,12,True,False,33.83,54,EN_STOCK,True,10,False,95.45,2024-11-27 03:43:00
129,7,32,Lunettes Sport UV,4,Running,accessoire,L/XL,True,False,1,False,False,36.97,200,EN_ARRIVAGE,True,148,False,29.74,2024-08-24 07:51:00
130,7,35,Bonnet Silicone,5,Natation,accessoire,L/XL,True,True,13,False,False,8.36,20,EN_STOCK,True,162,False,86.57,2024-08-07 12:00:00
131,8,10,Chaussures High-Top,2,Basketball,chaussure,40,True,True,1,False,False,155.35,158,EN_ARRIVAGE,True,34,False,56.66,2025-03-17 15:33:00
132,8,41,Casque Aero Route,6,Cyclisme,accessoire,L/XL,True,False,1,False,False,143.43,80,EN_STOCK,False,0,False,31.89,2024-02-28 11:22:00
133,8,80,Protege-dents Sport,10,Handball,accessoire,Unique,True,False,1,False,False,17.96,151,EN_STOCK,False,0,False,41.14,2024-06-01 19:37:00
134,8,14,Panier Portable,2,Basketball,equipement,Junior,True,True,2,False,False,169.71,137,EN_STOCK,True,100,False,63.39,2024-08-02 19:08:00
135,8,11,Maillot Reversible,2,Basketball,vetement,L,True,True,3,False,False,56.58,56,EN_STOCK,False,0,False,74.37,2024-03-29 17:10:00
136,8,11,Maillot Reversible,2,Basketball,vetement,L,True,True,4,False,False,56.58,56,EN_STOCK,True,96,False,76.51,2024-04-09 12:35:00
137,8,15,Genouilleres Pro,2,Basketball,accessoire,L/XL,True,True,5,False,False,28.37,190,EN_STOCK,False,0,False,79.92,2024-03-26 02:36:00
138,8,13,Bandeau Elastique,2,Basketball,accessoire,Unique,True,True,6,False,False,8.22,9,EN_STOCK,True,48,False,80.75,2025-01-30 15:35:00
139,8,13,Bandeau Elastique,2,Basketball,accessoire,L/XL,True,True,7,False,False,8.22,9,EN_STOCK,True,15,False,88.23,2024-04-21 13:06:00
140,8,32,Lunettes Sport UV,4,Running,accessoire,S/M,True,False,1,False,False,36.97,200,EN_ARRIVAGE,True,72,False,36.75,2025-02-22 02:28:00
141,8,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,True,True,8,False,False,60.14,186,EN_STOCK,False,0,False,82.1,2025-03-16 22:39:00
142,8,11,Maillot Reversible,2,Basketball,vetement,S,True,True,9,False,False,56.58,56,EN_STOCK,True,141,True,88.05,2024-06-14 22:18:00
143,8,10,Chaussures High-Top,2,Basketball,chaussure,39,True,True,10,False,False,155.35,158,EN_ARRIVAGE,True,20,False,77.5,2024-03-05 22:55:00
144,8,14,Panier Portable,2,Basketball,equipement,Junior,True,True,11,False,False,169.71,137,EN_STOCK,False,0,False,82.61,2024-10-22 20:17:00
145,8,16,Sac a Dos Basket,2,Basketball,accessoire,Unique,True,True,12,True,True,60.14,186,EN_STOCK,False,0,False,86.34,2024-09-20 23:17:00
146,8,16,Sac a Dos Basket,2,Basketball,accessoire,S/M,True,True,13,True,False,60.14,186,EN_STOCK,True,28,False,98.27,2024-08-22 20:42:00
147,9,69,Maillot Equipe,9,Volleyball,vetement,XS,True,False,1,False,False,51.31,43,RUPTURE_DE_STOCK,False,0,False,37.68,2024-09-10 08:20:00
148,9,44,Gants Cycliste,6,Cyclisme,accessoire,L/XL,True,True,1,False,False,32.33,150,EN_ARRIVAGE,False,0,False,63.78,2024-06-24 21:48:00
149,9,48,Pompe Portable,6,Cyclisme,accessoire,Unique,True,True,2,False,False,28.2,57,RUPTURE_DE_STOCK,False,0,False,62.24,2024-01-01 13:12:00
150,9,17,Raquette Pro 300g,3,Tennis,equipement,Pro,True,False,1,False,False,231.19,157,EN_STOCK,False,0,False,31.02,2025-03-24 08:05:00
151,9,34,Lunettes Miroir,5,Natation,accessoire,S/M,True,True,1,True,True,36.7,109,EN_STOCK,False,0,False,69.65,2024-11-16 09:46:00
152,9,47,Lumieres LED Set,6,Cyclisme,accessoire,L/XL,True,True,3,True,True,33.46,26,EN_STOCK,True,59,False,69.91,2024-04-25 16:43:00
153,9,46,Bidon Isotherme,6,Cyclisme,accessoire,Unique,True,True,4,True,True,18.5,184,EN_STOCK,True,38,False,81.88,2024-02-15 23:51:00
154,9,38,Palmes Courtes,5,Natation,equipement,Standard,True,True,2,False,False,44.1,25,EN_STOCK,False,0,False,67.37,2024-03-09 20:43:00
155,9,43,Maillot Respirant,6,Cyclisme,vetement,XS,True,True,5,False,False,59.25,24,EN_STOCK,True,43,False,82.22,2024-08-14 06:05:00
156,9,18,Balles Championship x4,3,Tennis,equipement,Junior,True,False,2,False,False,10.6,94,EN_STOCK,False,0,False,41.9,2025-05-08 13:20:00
157,9,32,Lunettes Sport UV,4,Running,accessoire,S/M,True,False,1,False,False,36.97,200,EN_ARRIVAGE,True,158,False,34.45,2024-11-07 09:49:00
158,9,4,Protege-tibias Carbon,1,Football,accessoire,L/XL,True,False,1,False,False,44.92,75,EN_STOCK,True,160,False,41.76,2025-01-17 12:18:00
159,9,48,Pompe Portable,6,Cyclisme,accessoire,S/M,True,True,6,False,False,28.2,57,RUPTURE_DE_STOCK,True,157,True,74.13,2024-01-07 11:59:00
160,9,39,Serviette Microfibre XL,5,Natation,accessoire,S/M,True,True,3,False,False,29.0,55,EN_STOCK,True,125,False,74.46,2024-01-09 18:04:00
161,9,41,Casque Aero Route,6,Cyclisme,accessoire,Unique,True,True,7,False,False,143.43,80,EN_STOCK,True,78,False,84.49,2024-07-31 13:44:00
162,9,45,Compteur GPS Velo,6,Cyclisme,accessoire,Unique,True,True,8,True,True,226.99,105,EN_STOCK,True,57,False,78.1,2024-06-16 12:37:00
163,9,45,Compteur GPS Velo,6,Cyclisme,accessoire,L/XL,True,True,9,True,False,226.99,105,EN_STOCK,False,0,False,94.37,2024-05-02 01:15:00
164,9,34,Lunettes Miroir,5,Natation,accessoire,S/M,True,True,4,True,False,36.7,109,EN_STOCK,True,175,False,93.12,2025-01-14 05:07:00
165,9,41,Casque Aero Route,6,Cyclisme,accessoire,Unique,True,True,10,False,False,143.43,80,EN_STOCK,True,137,False,79.96,2024-03-26 11:08:00
166,9,35,Bonnet Silicone,5,Natation,accessoire,L/XL,True,True,5,True,True,8.36,20,EN_STOCK,False,0,False,83.86,2025-02-17 13:17:00
167,9,34,Lunettes Miroir,5,Natation,accessoire,S/M,True,True,6,True,False,36.7,109,EN_STOCK,True,132,False,97.55,2024-03-26 11:10:00
168,10,74,Chaussures Indoor Pro,10,Handball,chaussure,39,True,True,1,True,True,137.81,89,EN_STOCK,False,0,False,60.28,2025-03-17 00:15:00
169,10,55,Chaussures Boxe,7,Boxe,chaussure,40,True,True,1,False,False,117.29,55,EN_STOCK,False,0,False,67.31,2025-04-12 22:47:00
170,10,14,Panier Portable,2,Basketball,equipement,Junior,True,True,1,True,True,169.71,137,EN_STOCK,False,0,False,62.16,2024-02-09 18:23:00
171,10,73,Ballon Resine T3,10,Handball,equipement,Junior,True,True,2,True,True,33.52,162,EN_STOCK,True,16,False,68.23,2024-08-26 09:49:00
172,10,42,Cuissard Gel Pad,6,Cyclisme,vetement,XL,True,False,1,False,False,102.9,121,EN_STOCK,False,0,False,32.57,2024-05-29 18:50:00
173,10,76,Short Stretch,10,Handball,vetement,XL,True,True,3,False,False,26.28,194,EN_STOCK,True,55,False,74.92,2025-02-11 07:09:00
174,10,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,True,True,2,False,False,88.53,195,EN_STOCK,False,0,False,71.42,2024-01-05 10:00:00
175,10,49,Gants 12oz Pro,7,Boxe,accessoire,L/XL,True,True,3,False,False,88.53,195,EN_STOCK,True,140,False,76.27,2025-05-07 01:09:00
